ID	adj.P.Val	P.Value	logFC	Gene.symbol
234914_at	0.5	0.0045688	-0.16981747	ZNF7
203320_at	0.5	0.00458691	0.70694189	SH2B3
231616_at	0.5	0.00458852	-0.24723565	
207181_s_at	0.5	0.00459088	1.13552512	CASP7
235437_at	0.5	0.00459503	-0.30971362	
210968_s_at	0.5	0.00461436	0.47397752	RTN4
1562349_at	0.5	0.00462229	-0.16830428	TRAPPC2
205613_at	0.5	0.00462777	-0.69856533	SYT17
1552384_a_at	0.5	0.00464976	-0.24478622	FAM71A
231951_at	0.5	0.00465033	-0.34045673	GNAO1
220391_at	0.5	0.00469905	-0.21971173	ZBTB3
201735_s_at	0.5	0.00471779	-0.37095581	CLCN3
202179_at	0.5	0.00472951	-0.38507771	BLMH
1554038_at	0.5	0.00474975	-0.25278022	LARP1B
225980_at	0.5	0.00475277	0.82108311	ELMSAN1
226927_at	0.5	0.00476281	-0.24504822	C12orf73
223094_s_at	0.5	0.00477086	0.49244467	ANKH
203115_at	0.5	0.004781	-0.51575209	FECH
233896_s_at	0.5	0.0047906	-0.37462641	PAPLN
213078_x_at	0.5	0.00486719	-0.22008348	LPCAT4
226093_at	0.5	0.00488366	-0.47227481	DCP1B
212094_at	0.5	0.00488481	1.218418	PEG10
1558469_at	0.5	0.00488605	0.19402354	LPP
206472_s_at	0.5	0.00489845	0.43629296	TLE3
218655_s_at	0.5	0.00490435	0.2778286	CWC25
218171_at	0.5	0.00492818	0.41442038	VPS4B
231365_at	0.5	0.00494511	-0.21068197	HOXA10-AS///MIR196B
1564796_at	0.5	0.00496516	-0.2463697	EMP1
230604_at	0.5	0.00497194	-0.44930744	
202071_at	0.5	0.00497389	1.18415225	SDC4
225241_at	0.5	0.00497886	-0.25284544	CCDC80
209517_s_at	0.5	0.00498155	-0.24189966	ASH2L
225811_at	0.5	0.00498911	0.34143271	C11orf58
224224_s_at	0.5	0.0049994	0.38014971	PDE11A
220306_at	0.5	0.00501907	0.40174952	FAM46C
206396_at	0.5	0.00503345	0.91520758	SLC1A1
212237_at	0.5	0.00503397	0.51475469	ASXL1
238577_s_at	0.5	0.00505781	0.65031501	TSHZ2
228904_at	0.5	0.00505868	-0.50598898	HOXB3
227950_at	0.5	0.00505994	-0.28877185	UBE2H
218550_s_at	0.5	0.00506447	-0.56821782	LRRC20
224962_at	0.5	0.00509827	-0.39909574	C9orf69
1555995_a_at	0.5	0.00510162	-0.22267808	DIAPH3-AS1
217929_s_at	0.5	0.00510175	-0.26436705	KIAA0319L
226978_at	0.5	0.00511489	-0.48445254	PPARA
239066_at	0.5	0.00511771	-0.57091348	
230716_at	0.5	0.00512508	-0.63443862	SMLR1
208912_s_at	0.5	0.00514239	-0.35581815	CNP
202824_s_at	0.5	0.00515393	0.48998496	TCEB1
201597_at	0.5	0.00515843	0.27674588	COX7A2
228335_at	0.5	0.00516688	-0.36073511	CLDN11
225183_at	0.5	0.0051851	0.34466155	C16orf72
228416_at	0.5	0.00519597	0.3023252	ACVR2A
213345_at	0.5	0.00521046	-0.28562382	NFATC4
238106_at	0.5	0.00523142	-0.59958221	
223531_x_at	0.5	0.00523933	-0.28271367	GPR89A///GPR89B
240824_at	0.5	0.00524771	-0.22860812	
239176_at	0.5	0.00525129	0.68276301	
205666_at	0.5	0.00526293	0.58726595	FMO1
211122_s_at	0.5	0.00526547	0.4875583	CXCL11
239710_at	0.5	0.00526901	-0.44558821	FIGN
206113_s_at	0.5	0.00527792	0.92556982	RAB5A
201414_s_at	0.5	0.00528843	-0.27227172	NAP1L4
212612_at	0.5	0.00529839	0.59580296	RCOR1
241566_at	0.5	0.00530716	-0.17551408	
224261_at	0.5	0.00531197	0.43338949	
227462_at	0.5	0.00534349	-1.25521933	ERAP2
225843_at	0.5	0.00534701	-0.40065664	ZFYVE19
209540_at	0.5	0.00535525	-0.88476168	IGF1
242365_at	0.5	0.00536467	-0.25468989	
205290_s_at	0.5	0.00536539	0.58893592	BMP2
230434_at	0.5	0.00536921	-0.45804303	PHOSPHO2
234677_at	0.5	0.00536954	-0.18829502	LOC105376689
1554950_at	0.5	0.00537828	-0.19061525	ACAN
218358_at	0.5	0.00537881	-0.61495707	CRELD2
203450_at	0.5	0.00539471	-0.36409607	CBY1
203277_at	0.5	0.00539989	-0.41726719	DFFA
200617_at	0.5	0.00540077	-0.6618037	MLEC
234317_s_at	0.5	0.00540472	-0.28736977	STOX2
231157_at	0.5	0.00540535	0.43018159	TTLL11
210517_s_at	0.5	0.00541522	1.02351685	AKAP12
205033_s_at	0.5	0.00542282	1.73540795	DEFA1B///DEFA3///DEFA1
209182_s_at	0.5	0.00542297	1.00332269	C10orf10
230258_at	0.5	0.00542335	0.35841362	GLIS3
238774_at	0.5	0.00542436	-0.86143801	
202178_at	0.5	0.00542849	-0.49632279	PRKCZ
210978_s_at	0.5	0.00543593	0.50298634	TAGLN2
212508_at	0.5	0.00544096	0.3026728	MOAP1
209692_at	0.5	0.00546869	-0.28435996	EYA2
218774_at	0.5	0.00547332	0.85263549	DCPS
213230_at	0.5	0.00547367	-0.16330752	CDR2L
212600_s_at	0.5	0.00548513	0.23360567	UQCRC2
222786_at	0.5	0.00548607	-0.33002624	CHST12
222043_at	0.5	0.00549114	0.2443457	CLU
211509_s_at	0.5	0.00549161	0.40893542	RTN4
207251_at	0.5	0.00549874	0.91282881	MEP1B
224956_at	0.5	0.00550072	0.87497715	NUFIP2
200703_at	0.5	0.00551053	-0.45182789	DYNLL1
227500_at	0.5	0.0055155	-0.30910075	FBXL18
214210_at	0.5	0.00551572	0.25634662	SLC25A17
222651_s_at	0.5	0.00553655	-0.27435885	TRPS1
225754_at	0.5	0.00553912	0.43214745	AP1G1
242998_at	0.5	0.00555193	-0.71569107	RDH12
223474_at	0.5	0.00555454	1.0210067	IRF2BPL
234993_at	0.5	0.0055567	0.49281688	ABHD13
204459_at	0.5	0.00555967	-0.29286161	CSTF2
229584_at	0.5	0.0055654	0.87777762	LRRK2
237442_at	0.5	0.00556587	0.34136092	
208857_s_at	0.5	0.00556606	0.34471524	PCMT1
1568907_at	0.5	0.00560694	-0.1742313	
233234_at	0.5	0.00561502	-0.20965342	KCTD16
202727_s_at	0.5	0.00562426	1.01377472	IFNGR1
227585_at	0.5	0.00563652	0.32304883	ATAD1
208936_x_at	0.5	0.00564401	0.71902959	LGALS8
221918_at	0.5	0.00565787	0.59429998	CDK17
210987_x_at	0.5	0.00568153	-0.53574528	TPM1
207624_s_at	0.5	0.00568178	0.47470453	RPGR
226946_at	0.5	0.00568361	0.39633395	NADK2
200919_at	0.5	0.00568458	0.55127408	PHC2
200895_s_at	0.5	0.00569065	-0.43155749	FKBP4
203651_at	0.5	0.0056948	0.42182495	ZFYVE16
209246_at	0.5	0.00570332	-0.26640381	ABCF2
226380_at	0.5	0.00571425	-0.35914893	PTPN21
223129_x_at	0.5	0.00573965	-0.2341243	MYLIP
228641_at	0.5	0.00574784	0.29324123	CARD8
213247_at	0.5	0.00575679	-0.37317195	SVEP1
217071_s_at	0.5	0.00576794	-0.24434365	MTHFR
215317_at	0.5	0.0057695	-0.18829034	
223839_s_at	0.5	0.00578078	1.49522677	
224445_s_at	0.5	0.00578968	-0.47945121	ZFYVE21
205943_at	0.5	0.0057971	0.59166259	TDO2
1558876_at	0.5	0.00580161	-0.21218935	
238587_at	0.5	0.00580402	0.32096444	UBASH3B
232130_at	0.5	0.00581701	-0.22412908	
239151_at	0.5	0.00581782	-0.36027045	BMS1P5
223824_at	0.5	0.00582905	0.28925557	RNLS
217197_x_at	0.5	0.00583283	0.61279748	N4BP2L1
211184_s_at	0.5	0.00585105	-0.21743243	USH1C
1568949_at	0.5	0.005859	0.32992136	PITPNC1
205888_s_at	0.5	0.00589435	-0.26833414	JAKMIP2
238524_at	0.5	0.00589704	0.32347083	DENND2D
224655_at	0.5	0.00590529	0.34268244	AK3
238436_s_at	0.5	0.00590895	0.53363106	ZNF805
223188_at	0.5	0.00591088	-0.24922351	SMG9
220645_at	0.5	0.00592282	-0.26695281	NXPE4
201054_at	0.5	0.00592409	0.53115644	HNRNPA0
214017_s_at	0.5	0.00594307	-0.21599987	DHX34
239604_at	0.5	0.00594861	-0.20172314	
221096_s_at	0.5	0.00594924	-0.41451013	TMCO6
208561_at	0.5	0.00596281	0.74918929	ABCC9
204145_at	0.5	0.00598042	0.25783707	LOC101930531///LOC101930278///FRG1CP///FRG1
223309_x_at	0.5	0.00598455	0.81481104	PNPLA8
202252_at	0.5	0.00598512	-0.32791778	RAB13
201572_x_at	0.5	0.00599912	-0.41607353	DCTD
222334_at	0.5	0.00600493	-0.19533027	LOC101929219///LOC100505650///C1orf186
221295_at	0.5	0.0060257	-0.32756773	CIDEA
203140_at	0.5	0.0060275	0.92625696	BCL6
205411_at	0.5	0.00602944	-0.20761668	STK4
218438_s_at	0.5	0.00603066	0.71731953	MED28
229521_at	0.5	0.00603319	1.62869287	CCDC71L
1552568_at	0.5	0.00604201	-0.90391653	RTP3
223808_s_at	0.5	0.00604455	0.32077084	PTPMT1///NDUFS3
206752_s_at	0.5	0.0060536	-0.37257789	DFFB
217986_s_at	0.5	0.00605817	0.84362464	BAZ1A
216863_s_at	0.5	0.00606426	-0.33787107	MORC2
31874_at	0.5	0.00607573	0.51169104	GAS2L1
230560_at	0.5	0.00608047	-0.28583134	STXBP6
229984_at	0.5	0.00608911	-0.29837187	DTWD1
238424_at	0.5	0.00609676	-0.31510985	ADAL
210627_s_at	0.5	0.00610446	-0.32283703	MOGS
209651_at	0.5	0.00613567	-0.5129114	TGFB1I1
222495_at	0.5	0.00614633	0.37576671	TMEM167B
203732_at	0.5	0.00615026	0.30205936	TRIP4
1562378_s_at	0.5	0.00615462	-0.25746428	PROM2
213440_at	0.5	0.0061586	0.32681551	RAB1A
201375_s_at	0.5	0.00617086	0.46457702	PPP2CB
206797_at	0.5	0.00617279	-0.55242568	NAT2
217225_x_at	0.5	0.00617813	-0.33342132	LOC101060373///NOMO3///NOMO2///NOMO1
219718_at	0.5	0.00617971	-0.91135099	FGGY
223232_s_at	0.5	0.00618022	-0.48467115	CGN
243934_at	0.5	0.00619517	-0.20486966	ODF3B
219103_at	0.5	0.0062165	-0.35774598	ASAP3
205289_at	0.5	0.00622283	0.46201941	BMP2
1557726_at	0.5	0.00622293	-0.20312294	ARMCX4
230325_at	0.5	0.00622687	-0.24487003	LOC100133985
235772_at	0.5	0.0062325	-0.26197106	PPP3CB-AS1
200904_at	0.5	0.00623932	0.32260956	HLA-E
221676_s_at	0.5	0.00624897	0.8858925	CORO1C
219732_at	0.5	0.00625165	-0.65214042	PLPPR1
239462_at	0.5	0.00626836	-0.23356221	ZNF284
238580_at	0.504	0.00632027	0.26021164	
213348_at	0.504	0.00634153	-0.3624939	CDKN1C
227066_at	0.504	0.00635562	0.52656539	MOB3C
227234_at	0.504	0.00635697	-0.57331955	IPO5P1
1565644_at	0.504	0.00636225	-0.20666808	LOC143286
219989_s_at	0.504	0.00637081	-0.21936209	ANKS1B
56821_at	0.504	0.00638641	-0.33490761	SLC38A7
223247_at	0.504	0.00638697	0.27805378	MED10
207829_s_at	0.504	0.00641665	0.28906895	BNIP1
225198_at	0.504	0.00642357	0.70038795	VAPA
214306_at	0.504	0.0064283	0.42398877	OPA1
227132_at	0.504	0.00642904	0.29981745	ZNF706
227765_at	0.504	0.00643428	-0.37275508	OTUD6B-AS1
225203_at	0.504	0.00645602	-0.62377353	PPP1R16A
230012_at	0.504	0.0064632	-0.37467029	LINC00324
205202_at	0.504	0.00646424	0.29790571	PCMT1
206359_at	0.504	0.00646934	0.81342392	SOCS3
223586_at	0.504	0.00648671	0.87514793	ARNTL2
230364_at	0.505	0.00649961	-0.50225548	CHPT1
233921_s_at	0.505	0.0065456	-0.41813815	
225338_at	0.505	0.00657009	0.43515601	ZYG11B
235349_at	0.505	0.00657091	0.25698372	RMDN2
206857_s_at	0.505	0.00657115	-0.99196361	FKBP1B
233268_s_at	0.505	0.00657705	0.3675494	CHURC1
201772_at	0.505	0.0065827	0.50260794	AZIN1
201048_x_at	0.505	0.00658656	0.40321816	WTH3DI///RAB6A
217606_at	0.505	0.00659628	-0.23298452	
242726_at	0.505	0.00660192	0.47532186	
224327_s_at	0.505	0.00660337	0.69237803	DGAT2
202411_at	0.505	0.00660656	0.6399224	IFI27
207480_s_at	0.506	0.00662446	-0.64413294	MEIS2
227561_at	0.506	0.00663726	0.39676861	DDR2
218714_at	0.506	0.0066434	-0.38477934	PRR14
223288_at	0.506	0.00666918	0.66750878	USP38
204114_at	0.506	0.00667659	-0.74373184	NID2
1570242_x_at	0.506	0.0066777	-0.22837523	SPATA21
217999_s_at	0.506	0.00669493	1.41820524	PHLDA1
207899_at	0.506	0.00669557	0.17040856	GIP
226221_at	0.507	0.00672656	0.290838	RIC1
220016_at	0.507	0.00672985	0.48330367	AHNAK
224982_at	0.507	0.00674763	-0.50503927	AKT1S1
204572_s_at	0.507	0.00675635	-0.31775555	PIN4
226046_at	0.507	0.00675674	0.71215975	MAPK8
242621_at	0.507	0.00677116	0.32402262	ZSCAN25
200972_at	0.507	0.00677557	0.72003013	TSPAN3
203252_at	0.507	0.00677639	-0.69573256	CDK2AP2
232092_at	0.507	0.00679257	0.1836585	SLC25A51
206100_at	0.507	0.00682504	0.67255446	CPM
223163_s_at	0.507	0.00682744	-0.33936426	ZC3HC1
217504_at	0.507	0.0068378	-0.344446	ABCA6
226515_at	0.507	0.00684472	-0.27902063	CCDC127
219464_at	0.507	0.00687501	-0.4304826	CA14
215918_s_at	0.507	0.0068818	0.58293086	SPTBN1
236267_at	0.507	0.00689116	-0.23858793	ZNF346
212506_at	0.507	0.00690883	0.32452858	PICALM
242947_at	0.507	0.00691389	0.38142807	
211042_x_at	0.507	0.00692248	-0.37543472	MIR6756///MCAM
235350_at	0.507	0.0069237	0.59823838	C4orf19
219435_at	0.507	0.00693124	-0.26378245	CTC1
230388_s_at	0.507	0.00694315	-1.03339685	KANSL1-AS1
212886_at	0.507	0.006977	0.42422118	CCDC69
217135_x_at	0.507	0.0069808	-0.1790215	
212063_at	0.507	0.00698605	1.04054114	CD44
211998_at	0.507	0.0070022	0.63613498	MIR4738///H3F3B///H3F3A
205681_at	0.507	0.00700869	1.81139942	BCL2A1
231981_at	0.507	0.00702039	-0.28033053	PRLR
218738_s_at	0.507	0.00702306	0.42237184	RNF138
202404_s_at	0.507	0.00703429	-1.34868518	COL1A2
240782_at	0.507	0.00705812	-0.1721686	
242979_at	0.507	0.00706431	-0.33926798	IRS1
214274_s_at	0.507	0.00706819	0.31066886	ACAA1
36865_at	0.507	0.00708035	-0.26035655	ANGEL1
241037_at	0.507	0.00709432	-0.25845375	
1555167_s_at	0.507	0.00710708	1.78978712	NAMPT
218284_at	0.507	0.00710737	0.6820442	SMAD3
207800_at	0.507	0.00712578	-0.18024222	AKAP5
202314_at	0.507	0.0071421	0.70157433	LRRD1///CYP51A1
202931_x_at	0.507	0.0071484	-0.40436109	BIN1
219937_at	0.507	0.00716885	0.45220416	TRHDE
202058_s_at	0.507	0.00717421	0.53988048	KPNA1
209139_s_at	0.507	0.00717557	0.45422294	PRKRA
227458_at	0.507	0.00718473	2.25605847	CD274
211549_s_at	0.507	0.00718612	1.06135407	HPGD
217766_s_at	0.507	0.00718888	0.42774307	TMEM50A
201738_at	0.507	0.00719367	0.51416324	EIF1B
239704_at	0.507	0.00719381	0.3233629	RNF144B
228188_at	0.507	0.00720495	1.36653043	FOSL2
1565254_s_at	0.507	0.0072087	0.33971933	ELL
211370_s_at	0.507	0.00721514	-0.37301413	MAP2K5
202622_s_at	0.507	0.00721523	-0.43234916	ATXN2
201497_x_at	0.507	0.00722443	-0.45459174	MYH11
224764_at	0.507	0.00722707	0.50582724	ARHGAP21
1552569_a_at	0.507	0.00724564	-1.35529093	RTP3
213460_x_at	0.507	0.00725863	-0.41730751	NSUN5P2///NSUN5P1
220387_s_at	0.507	0.00726626	-0.4790527	HHLA3
238933_at	0.507	0.00728007	-0.52013041	IRS1
1562051_at	0.507	0.00729484	-0.18609102	LOC729296///MIR646HG
202912_at	0.507	0.00729759	0.98838365	ADM
244172_at	0.507	0.00730509	0.79808193	
205799_s_at	0.507	0.0073052	1.76524001	SLC3A1
218838_s_at	0.507	0.00732258	-0.53876424	TTC31
228325_at	0.507	0.00732849	1.09737017	SPIDR
203532_x_at	0.507	0.00735438	0.31538697	CUL5
1557595_at	0.507	0.00736603	-0.20843403	GINS2
224410_s_at	0.507	0.00736766	0.77406133	LMBR1
214906_x_at	0.507	0.00737177	0.52271013	N4BP2L1
202425_x_at	0.507	0.00737744	0.57787272	PPP3CA
226576_at	0.507	0.00738224	0.33279101	ARHGAP26
226713_at	0.507	0.00739455	0.55057525	CCDC50
202345_s_at	0.507	0.00739803	1.82236089	FABP5
230072_at	0.507	0.0073989	0.32309291	TBC1D15
38671_at	0.507	0.00741619	-0.24829262	PLXND1
202850_at	0.507	0.0074257	0.4170395	ABCD3
205906_at	0.507	0.00742835	-0.26607024	FOXJ1
231676_s_at	0.507	0.00744703	0.61890272	ENTPD5
204994_at	0.507	0.00745337	0.9041555	MX2
211433_x_at	0.507	0.00745825	-0.25982253	FAM214B
209444_at	0.507	0.00747662	-0.42834468	RAP1GDS1
201653_at	0.507	0.00748412	0.42993364	CNIH1
209532_at	0.507	0.00748833	0.387944	PLAA
1555760_a_at	0.507	0.00749733	0.61051843	RBM15
226535_at	0.507	0.00750475	-0.19966771	LOC100505984///ITGB6
230263_s_at	0.507	0.00750724	0.88130049	DOCK5
200832_s_at	0.507	0.00752178	1.25498193	SCD
227034_at	0.507	0.00754004	0.80194908	SOWAHC
202207_at	0.507	0.00754849	0.84021013	ARL4C
205696_s_at	0.507	0.00755418	0.37507467	GFRA1
224377_s_at	0.507	0.00755591	0.39768616	RAB18
217916_s_at	0.507	0.00756252	0.37255882	FAM49B
222756_s_at	0.507	0.00757833	-0.31341459	ARRB1
1487_at	0.507	0.00757871	-0.31231317	ESRRA
217745_s_at	0.507	0.00760856	0.31088706	NAA50
235040_at	0.507	0.00761292	-0.21191493	RUNDC1
226180_at	0.507	0.00762244	0.61608992	WDR36
223566_s_at	0.507	0.00762271	0.76056258	BCOR
236831_at	0.507	0.0076252	0.75573364	CCDC50
204402_at	0.507	0.00764658	-0.32311109	RHBDD3
208782_at	0.507	0.00766101	-0.590089	FSTL1
1556886_a_at	0.507	0.00766689	-0.16017708	LAYN
232017_at	0.507	0.00766846	1.23046849	TJP2
212438_at	0.507	0.00767062	0.36384638	SNRNP27
234735_s_at	0.507	0.00767208	-0.43039282	USP21
229339_at	0.507	0.00767356	-0.2027787	MYOCD
239208_s_at	0.508	0.00770846	-0.39191525	YBEY
240904_at	0.508	0.00771392	0.70111323	
216316_x_at	0.509	0.00772947	0.45842525	GK6P
213364_s_at	0.509	0.00775078	0.38549884	SNX1
232281_at	0.51	0.00777182	-0.17528054	LINC00662
201196_s_at	0.51	0.00777821	1.17263178	AMD1
224486_s_at	0.513	0.00782835	-0.26338312	C15orf41
208878_s_at	0.513	0.00784177	0.44160537	PAK2
1566760_at	0.514	0.00787382	-0.1915737	LINC00884
224755_at	0.514	0.0078743	0.41863296	TM9SF3
238649_at	0.514	0.0079079	0.28122352	PITPNC1
226944_at	0.514	0.00791011	-0.21933339	HTRA3
217997_at	0.514	0.00792062	1.44560354	PHLDA1
205017_s_at	0.514	0.00792214	1.04075365	MBNL2
1559240_at	0.514	0.00792313	-0.23964732	LOC100507053
211793_s_at	0.514	0.0079352	-0.27035674	ABI2
203762_s_at	0.514	0.00794504	0.23230146	DYNC2LI1
1555756_a_at	0.514	0.00795052	1.34102512	CLEC7A
201504_s_at	0.514	0.00797742	0.42081114	TSN
242963_at	0.514	0.00798144	1.66191032	SGMS2
203713_s_at	0.514	0.00799284	-0.53920312	LLGL2
227728_at	0.514	0.00799949	0.32199194	PPM1A
211205_x_at	0.514	0.00800099	0.29325404	PIP5K1A
215009_s_at	0.514	0.00801697	0.39439474	THAP9-AS1
218784_s_at	0.514	0.00802735	-0.24934028	SAYSD1
214499_s_at	0.514	0.00803711	0.48371003	BCLAF1
1568723_at	0.514	0.00804025	-0.26235732	ATP9B
227805_at	0.514	0.00804445	-0.17330072	METAP1D
212665_at	0.514	0.00806089	1.084684	TIPARP
211561_x_at	0.515	0.00808453	0.51482321	MAPK14
206245_s_at	0.515	0.0080922	0.58902415	IVNS1ABP
238191_at	0.515	0.00810749	0.38843361	SDHC
221290_s_at	0.515	0.00811167	-0.41845689	MUM1
227126_at	0.515	0.0081298	-0.32998518	PTPRG
243659_at	0.515	0.00814357	0.73164462	
1557705_a_at	0.515	0.00814707	-0.18360983	
213003_s_at	0.515	0.00814887	0.3108876	SPIDR
216606_x_at	0.515	0.00815367	-0.23573236	LYPLA2
236844_at	0.515	0.00816684	-0.18091487	DHX30
207173_x_at	0.515	0.00817927	-0.50782947	CDH11
204959_at	0.515	0.00818814	1.63782415	MNDA
202804_at	0.515	0.00819406	0.37011182	ABCC1
232221_x_at	0.515	0.00821289	-0.2561464	RSBN1L
241879_at	0.515	0.00823804	-0.78260962	LPP
201210_at	0.515	0.00824755	0.58877974	DDX3X
235215_at	0.515	0.00826423	-0.34406646	ERCC4
225279_s_at	0.515	0.00826426	0.35079941	NEPRO
238804_at	0.515	0.00826427	-0.38407667	
234818_at	0.515	0.00827597	-0.24676396	TMEM108
215485_s_at	0.515	0.00828671	0.68062715	ICAM1
200989_at	0.515	0.00829359	0.65856067	HIF1A
243072_at	0.515	0.00830567	-0.17648806	
223336_s_at	0.515	0.00830934	0.38279601	RAB18
235344_at	0.515	0.00832045	0.47989623	PPM1A
1567389_at	0.515	0.00833669	-0.18625984	
201627_s_at	0.515	0.00834948	0.70204774	INSIG1
226589_at	0.515	0.00835385	-0.32811661	TMEM192
202638_s_at	0.515	0.00836176	1.67917795	ICAM1
209095_at	0.515	0.00836705	0.38897728	DLD
1558511_s_at	0.515	0.00837176	0.35584897	ESYT2
205705_at	0.515	0.00838667	-0.19656224	ANKRD26
222494_at	0.515	0.00838709	0.30549741	FOXN3
227534_at	0.515	0.00840454	0.65573602	AAED1
242571_at	0.515	0.00840679	0.29493007	REPS2
219911_s_at	0.515	0.00841709	0.48041115	SLCO4A1
1561795_at	0.515	0.00842796	-0.15091226	LINC01393
226685_at	0.515	0.00842812	0.40306313	SNTB2
230300_at	0.516	0.00846336	0.61879611	PSMA5
1555737_a_at	0.517	0.00847438	-0.18117585	KLK4
212670_at	0.519	0.00851979	-0.34573046	ELN
1554582_a_at	0.519	0.00852788	-0.24199104	ETFBKMT
1555820_a_at	0.519	0.00858127	-0.21326635	MKS1
1570411_at	0.519	0.00858979	-0.18059534	LOC100133131
201556_s_at	0.519	0.0085905	-0.25222082	VAMP2
235017_s_at	0.519	0.00859085	-0.29091035	CSRNP3
40665_at	0.519	0.00860405	0.48656543	FMO3
213301_x_at	0.519	0.0086043	-0.5461516	TRIM24
226027_at	0.519	0.00860555	-0.46723136	SWI5
207072_at	0.519	0.008617	0.80819646	IL18RAP
242417_at	0.519	0.00862526	0.57550596	PLEKHA7
205313_at	0.519	0.00863983	-0.37779392	HNF1B
202183_s_at	0.519	0.0086612	-0.56897401	KIF22
228142_at	0.519	0.00866334	0.22713467	UQCR10
224061_at	0.519	0.00868344	-0.64566875	INMT
218881_s_at	0.519	0.00868393	0.38763815	FOSL2
226369_at	0.519	0.00870323	-0.29740831	LINC01089
212845_at	0.519	0.00872449	0.54177651	SAMD4A
202718_at	0.519	0.00874013	-1.56634262	IGFBP2
225679_at	0.519	0.00876444	0.35285306	NAA30
205498_at	0.519	0.00876561	0.54395941	GHR
238725_at	0.519	0.00876991	1.53935207	IRF1
1560342_at	0.519	0.00878064	0.41609706	
218852_at	0.519	0.00881128	0.52028394	PPP2R3C
210260_s_at	0.519	0.00882061	0.93485203	TNFAIP8
234838_at	0.519	0.00882183	-0.22610991	
224571_at	0.519	0.0088329	0.38616459	IRF2BP2
228766_at	0.519	0.00883878	0.63857352	CD36
1569218_at	0.519	0.00883963	-0.13870419	PKIA-AS1
226345_at	0.519	0.00886505	0.80092702	ARL5B
202317_s_at	0.519	0.00886571	-0.35725381	UBE4B
204105_s_at	0.519	0.00887357	0.24424297	NRCAM
233135_at	0.519	0.00888036	-0.23967635	LINC01007
218379_at	0.519	0.00888538	0.57468302	RBM7
235451_at	0.519	0.00889746	0.73508877	SMAD5
227007_at	0.519	0.00889785	-0.28058481	TMCO4
219759_at	0.519	0.00889844	-1.27791111	ERAP2
229425_at	0.519	0.00892498	-0.22672198	
209291_at	0.519	0.00892828	-0.75938513	ID4
202310_s_at	0.519	0.0089289	-0.9545425	COL1A1
209051_s_at	0.519	0.00892993	1.24298933	RALGDS
203276_at	0.519	0.0089395	0.56398967	LMNB1
206791_s_at	0.519	0.00894028	-0.19176604	LOC729966///PDE4C
205018_s_at	0.519	0.00894091	1.56550852	MBNL2
218147_s_at	0.519	0.0089434	-0.60556825	GLT8D1
218058_at	0.52	0.00898752	-0.30782666	CXXC1
203477_at	0.52	0.00901887	-0.3262339	COL15A1
212838_at	0.52	0.00902586	0.60624138	DNMBP
208732_at	0.52	0.00902649	0.29065085	RAB2A
221864_at	0.52	0.00902823	-0.64568423	ORAI3
209004_s_at	0.52	0.00904984	0.43160417	FBXL5
236172_at	0.52	0.009055	0.34887219	LTB4R
214382_at	0.52	0.00906792	1.16810002	UNC93A
235666_at	0.52	0.00907307	-0.22580315	ITGA8
238076_at	0.52	0.00908815	0.27943271	GATAD2B
225448_at	0.52	0.00909181	0.47865785	NAPG
202403_s_at	0.52	0.00909669	-0.78114554	COL1A2
1558123_at	0.52	0.00912838	-0.21897133	LINC00957
1554947_at	0.52	0.0091304	0.21686814	ACAT1
212916_at	0.52	0.00913367	-0.42239578	PHF8
224761_at	0.52	0.00913772	0.59522577	GNA13
225223_at	0.52	0.00913991	0.61114959	SMAD5
215251_at	0.52	0.00914989	-0.22566615	
226991_at	0.52	0.00917489	1.02781823	NFATC2
236041_at	0.52	0.00917602	-0.29771214	
220415_at	0.52	0.00919381	-0.16801214	FPGT-TNNI3K///TNNI3K
235209_at	0.52	0.00920048	-0.23319178	SBSPON
218577_at	0.52	0.00920193	0.34843935	LRRC40
234124_at	0.52	0.00920526	-0.19363064	
209486_at	0.52	0.00920537	0.71784062	UTP3
232611_at	0.52	0.00921537	-0.28146763	GOLGA2P5
229988_at	0.52	0.00921557	-0.20935115	
208724_s_at	0.52	0.00922635	0.50639164	RAB1A
218544_s_at	0.522	0.00927034	0.64820003	RCL1
227855_at	0.522	0.00928049	-0.34806155	ARHGEF40
209222_s_at	0.522	0.00928263	0.30084503	OSBPL2
224635_s_at	0.522	0.00929452	0.22411339	BIRC6
210449_x_at	0.522	0.00930357	0.60040763	MAPK14
227478_at	0.522	0.00932102	0.72309751	SETBP1
1559522_at	0.522	0.00937281	-0.33615487	LOC100505918
211657_at	0.522	0.00938024	-0.52227296	CEACAM6
237752_at	0.522	0.00938052	-0.21378853	
218067_s_at	0.522	0.00938723	0.40644988	ARGLU1
214689_at	0.522	0.00940126	-0.1837042	PAPPA2
242680_at	0.522	0.00943874	1.3352183	AVPR1A
222013_x_at	0.522	0.00943892	-0.25239819	EEF2KMT
224823_at	0.522	0.0094455	-0.36933446	MYLK
205226_at	0.522	0.00945098	-0.22009716	PDGFRL
243171_at	0.522	0.00945256	-0.29068718	LOC100128325
209541_at	0.522	0.00945263	-0.84779857	IGF1
220386_s_at	0.522	0.00945658	0.57894231	EML4
227479_at	0.522	0.00946163	-0.25293297	
1553514_a_at	0.522	0.00946505	0.87494523	VNN3
235392_at	0.522	0.00946973	-0.31508947	
