
Generated at: 2021/01/12 18:39:16
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - NFIL3
CEBPD
RCAN1
TP53I3
THBS1
FOSB
ME1
GOLM1
EFHD1
TMEM45B
GADD45G
DNMT3L
IGFBP1
FOS
SOCS2
CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
GOLM1,Q8NBJ4,,hsa-miR-320d,0.392622820019309,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetSpy
ME1,P48163,,hsa-miR-3680-3p,0.392337920468032,9,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
THBS1,P07996,,hsa-miR-130b-5p,0.39173124760922,9,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar
ME1,P48163,,hsa-miR-450b-5p,0.391723965806164,9,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|MirMAP|Mirza-G|RNAhybrid
GADD45G,O95257,,hsa-miR-296-5p,0.391289503674836,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MAMI|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirSNP|RepTar|TargetRank
THBS1,P07996,,hsa-miR-548p,0.390952003252695,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G
IGFBP1,P08833,,hsa-miR-542-3p,0.390827469763295,12,Very High,BCmicrO|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-miR-421,0.390058615108842,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetSpy
NFIL3,Q16649,,hsa-miR-655-3p,0.389438512849175,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-525-5p,0.388908947928066,9,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar
THBS1,P07996,,hsa-miR-3143,0.388527726921209,11,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
ME1,P48163,,hsa-miR-520g-3p,0.386947272983261,10,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RNAhybrid
THBS1,P07996,,hsa-miR-34a-5p,0.386663406864502,7,Very High,BCmicrO|CoMeTa|MirAncesTar|MirMAP|miRTar2GO|MultiMiTar|RepTar
EFHD1,Q9BUP0,,hsa-miR-3123,0.386451802798911,11,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
TMEM45B,Q96B21,,hsa-miR-124-3p,0.385813015171928,11,Very High,DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
EFHD1,Q9BUP0,,hsa-miR-2110,0.38547621265613,13,Very High,BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
TMEM45B,Q96B21,,hsa-miR-424-5p,0.384894255278595,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-98-5p,0.384864661631388,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-519e-5p,0.384638033012304,9,Very High,BiTargeting|DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-138-5p,0.384630125090527,10,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RepTar
SOCS2,O14508,,hsa-miR-1264,0.384628868545801,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-125b-5p,0.38433850458845,9,Very High,BCmicrO|DIANA|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RepTar
CRISPLD2,Q9H0B8,,hsa-miR-139-5p,0.384263642728008,14,Very High,BCmicrO|BiTargeting|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|PITA|RNAhybrid|TargetRank|TargetSpy
TMEM45B,Q96B21,,hsa-miR-497-5p,0.384199210115003,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
RCAN1,P53805,,hsa-miR-182-5p,0.383347225097779,10,Very High,BCmicrO|CoMeTa|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RNAhybrid
GOLM1,Q8NBJ4,,hsa-miR-4328,0.382942367226931,10,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-766-3p,0.382573092592625,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
