"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1701648	6.50e-08	6.60e-10	7.860375	12.5087605	0.78490932	KLHL15
ILMN_2387952	6.56e-08	6.69e-10	7.856066	12.4947442	0.91762034	FAM134B
ILMN_1782305	6.56e-08	6.70e-10	7.855853	12.4940519	1.51341158	NR4A2
ILMN_3305938	6.56e-08	6.73e-10	7.854099	12.4883467	0.63131814	SGK1
ILMN_1700935	6.56e-08	6.75e-10	7.853617	12.4867787	1.62235339	HAS2
ILMN_3243049	6.59e-08	6.80e-10	7.851377	12.4794941	1.00369334	SNORD19
ILMN_1700515	6.74e-08	6.98e-10	-7.843302	12.4532242	-0.83703012	C17orf58
ILMN_1800512	6.89e-08	7.15e-10	7.835874	12.429054	0.68140812	HMOX1
ILMN_1803652	6.90e-08	7.19e-10	-7.834445	12.4244051	-1.00166523	C9orf91
ILMN_2374340	6.95e-08	7.27e-10	7.831137	12.41364	1.57171117	PLAUR
ILMN_1664511	7.09e-08	7.43e-10	-7.824368	12.3916068	-0.94212674	NDC80
ILMN_1747673	7.15e-08	7.55e-10	7.819595	12.3760702	1.49725149	RASL10A
ILMN_1728761	7.15e-08	7.55e-10	-7.81951	12.3757921	-0.93019505	ERBB2
ILMN_1785095	7.15e-08	7.59e-10	-7.817948	12.3707077	-0.64834447	ATP6V0E2
ILMN_1670229	7.15e-08	7.60e-10	-7.817759	12.3700931	-0.98093369	F8
ILMN_2350574	7.38e-08	7.87e-10	7.807101	12.3353894	1.17747148	MYADM
ILMN_1751051	7.38e-08	7.89e-10	-7.806226	12.3325411	-0.70508058	C7orf25
ILMN_1665538	7.41e-08	7.95e-10	-7.804084	12.3255662	-0.51029311	SKP2
ILMN_1712985	7.45e-08	8.06e-10	-7.799873	12.3118513	-0.80668472	C17orf58
ILMN_1677827	7.45e-08	8.07e-10	-7.799359	12.3101762	-1.05779655	TLR7
ILMN_1683786	7.45e-08	8.09e-10	7.798654	12.3078811	1.05701112	FYTTD1
ILMN_1709399	7.45e-08	8.11e-10	-7.797939	12.3055523	-1.8085029	SLC25A34
ILMN_1722820	7.45e-08	8.14e-10	-7.796963	12.3023714	-0.94340729	KDELR3
ILMN_1804396	7.45e-08	8.14e-10	7.796834	12.3019519	0.55448483	C14orf4
ILMN_1684316	7.54e-08	8.26e-10	7.792356	12.2873641	1.64256073	MBNL2
ILMN_1666305	7.60e-08	8.37e-10	-7.788495	12.2747866	-0.88157397	CDKN3
ILMN_1776314	7.60e-08	8.39e-10	7.787897	12.2728396	0.83668162	CHRNA10
ILMN_2408566	7.70e-08	8.52e-10	7.783178	12.2574642	1.67513269	NR4A1
ILMN_1773119	7.76e-08	8.61e-10	-7.779888	12.2467411	-0.84704295	CCNF
ILMN_2187533	7.86e-08	8.75e-10	7.775239	12.2315921	0.59231633	CSRNP2
ILMN_3239113	8.01e-08	8.95e-10	7.768152	12.2084925	0.50188432	LOC144438
ILMN_1651838	8.01e-08	8.97e-10	7.767766	12.2072362	2.22326291	RND1
ILMN_3307906	8.29e-08	9.33e-10	-7.755809	12.1682539	-1.09476147	PALMD
ILMN_2173975	8.29e-08	9.34e-10	-7.755555	12.1674257	-1.42262281	RTP4
ILMN_2232463	8.34e-08	9.43e-10	7.752656	12.157973	2.06563319	ARL14
ILMN_1804834	8.37e-08	9.48e-10	-7.750808	12.1519491	-0.72578948	C6orf130
ILMN_1762071	8.39e-08	9.56e-10	-7.748398	12.1440894	-0.84907532	C17orf80
ILMN_1690392	8.39e-08	9.56e-10	-7.748362	12.1439711	-0.43732135	COMMD3
ILMN_1772241	8.55e-08	9.78e-10	-7.741684	12.1221912	-0.91488293	SQLE
ILMN_1776352	8.71e-08	9.99e-10	-7.735146	12.1008644	-0.73615588	MUTED
ILMN_1699489	8.85e-08	1.02e-09	7.729429	12.0822138	1.43569298	TUBB6
ILMN_1791002	8.92e-08	1.03e-09	-7.726071	12.0712593	-1.10668898	SKP2
ILMN_1768115	9.00e-08	1.04e-09	-7.722714	12.0603041	-0.53380482	TSPAN12
ILMN_2339955	9.23e-08	1.07e-09	7.713247	12.0294093	1.746131	NR4A2
ILMN_1792419	9.23e-08	1.08e-09	-7.712921	12.0283469	-1.05600531	FRMD7
ILMN_1799487	9.23e-08	1.08e-09	7.711956	12.0251967	0.4624197	N4BP2L1
ILMN_2108735	9.23e-08	1.08e-09	-7.71137	12.0232851	-2.28777755	EEF1A2
ILMN_1664698	9.25e-08	1.09e-09	-7.710023	12.0188859	-1.01123147	UNC119
ILMN_2359601	9.45e-08	1.11e-09	-7.702737	11.9951024	-0.98492387	CAMK2G
ILMN_2376553	9.72e-08	1.15e-09	-7.69318	11.9639017	-0.65652871	SLC23A1
ILMN_1681461	9.76e-08	1.16e-09	7.691223	11.957509	1.36574302	RAB27A
ILMN_1796341	1.04e-07	1.23e-09	-7.671468	11.8929872	-0.83043728	GLT8D1
ILMN_1697469	1.04e-07	1.24e-09	7.66959	11.8868488	0.40149489	SFRS6
ILMN_3245893	1.09e-07	1.30e-09	7.654881	11.8387858	1.05718889	SNORA1
ILMN_1690464	1.09e-07	1.31e-09	-7.654261	11.8367601	-1.06028968	TMEM20
ILMN_1658639	1.19e-07	1.43e-09	-7.627026	11.7477237	-0.49101927	SLC46A3
ILMN_2381899	1.20e-07	1.45e-09	-7.623997	11.7378168	-0.47081703	OPTN
ILMN_1712269	1.31e-07	1.58e-09	-7.597274	11.6503959	-0.86334322	ZNF605
ILMN_2344650	1.32e-07	1.60e-09	7.593527	11.638135	0.46734261	N4BP2L1
ILMN_2285817	1.32e-07	1.61e-09	7.592324	11.6341976	0.92937273	FAM89A
ILMN_1776674	1.33e-07	1.62e-09	-7.590096	11.6269072	-0.84911382	SAC3D1
ILMN_1713901	1.42e-07	1.73e-09	-7.569935	11.5609092	-1.03195612	KDELR3
ILMN_1810334	1.43e-07	1.75e-09	-7.566656	11.55017	-0.46538986	COMMD7
ILMN_1680465	1.49e-07	1.84e-09	7.552089	11.5024637	0.72518136	ARL5B
ILMN_3251550	1.49e-07	1.84e-09	7.551764	11.5014013	1.688898	PHLDA1
ILMN_2389114	1.52e-07	1.88e-09	-7.545028	11.4793337	-0.7320053	FIGNL1
ILMN_1696503	1.53e-07	1.90e-09	-7.542215	11.4701194	-0.66163302	JRKL
ILMN_2150161	1.53e-07	1.90e-09	-7.54123	11.4668919	-0.86034209	ZRANB3
ILMN_3268472	1.60e-07	1.99e-09	-7.527436	11.4216936	-1.47031014	CCL14
ILMN_1746408	1.60e-07	2.00e-09	7.526662	11.4191578	1.31487528	MIDN
ILMN_2382687	1.63e-07	2.05e-09	7.519759	11.3965315	1.43755014	NR4A3
ILMN_2081398	1.64e-07	2.06e-09	-7.517723	11.3898603	-0.47961685	KIF3B
ILMN_1719785	1.64e-07	2.07e-09	-7.516712	11.3865466	-0.90840409	UCK1
ILMN_2194649	1.67e-07	2.11e-09	-7.510917	11.3675498	-0.79881689	TADA1L
ILMN_1714082	1.69e-07	2.14e-09	-7.505721	11.3505125	-0.52144207	CMAS
ILMN_2354269	1.70e-07	2.16e-09	7.503477	11.3431577	0.82054907	FAM164C
ILMN_1675939	1.73e-07	2.20e-09	7.498437	11.3266323	0.50518001	IFNGR1
ILMN_1664265	1.76e-07	2.24e-09	-7.492514	11.3072078	-1.10978035	EPHA1
ILMN_1696214	1.76e-07	2.26e-09	-7.490196	11.2996042	-0.90700148	NHEJ1
ILMN_1667267	1.79e-07	2.30e-09	-7.484763	11.2817861	-1.22742694	PCBP4
ILMN_1677404	1.79e-07	2.31e-09	-7.483904	11.2789703	-0.39798529	RAP2A
ILMN_1692049	1.84e-07	2.37e-09	-7.475626	11.2518142	-1.20956318	SLC7A6OS
ILMN_1807034	1.85e-07	2.39e-09	7.473121	11.2435969	2.1250865	CALCA
ILMN_1814622	1.87e-07	2.43e-09	-7.468771	11.2293255	-0.58913057	FLJ20125
ILMN_1663234	1.88e-07	2.44e-09	-7.466863	11.223064	-0.71904465	KATNAL1
ILMN_1695645	1.89e-07	2.47e-09	-7.463323	11.2114483	-0.46213969	CETN2
ILMN_1789400	1.89e-07	2.47e-09	-7.463024	11.210466	-0.83419078	FOXD2
ILMN_1704753	1.89e-07	2.48e-09	7.462264	11.2079747	0.43424944	EPAS1
ILMN_1778059	1.90e-07	2.49e-09	7.460844	11.2033147	1.67420052	CASP4
ILMN_1744381	1.90e-07	2.50e-09	7.459729	11.1996558	1.51368032	SERPINE1
ILMN_2125374	1.94e-07	2.57e-09	-7.451849	11.1737945	-0.56529153	CMAS
ILMN_2042771	1.99e-07	2.64e-09	-7.443611	11.1467521	-1.16689498	PTTG1
ILMN_1691156	2.04e-07	2.70e-09	7.436456	11.123263	2.33920795	MT1A
ILMN_1681703	2.12e-07	2.82e-09	7.423337	11.0801869	0.49553156	FOXO3
ILMN_2178855	2.12e-07	2.84e-09	-7.422106	11.0761451	-0.89893724	GPAM
ILMN_3310010	2.14e-07	2.87e-09	7.418839	11.0654169	1.97496186	MIR146B
ILMN_1813925	2.15e-07	2.88e-09	-7.417766	11.0618942	-1.08564151	NOL3
ILMN_1743662	2.17e-07	2.91e-09	-7.413856	11.049052	-1.1220255	KBTBD3
ILMN_1688932	2.18e-07	2.93e-09	7.411951	11.0427929	1.04831022	NR5A2
ILMN_1715555	2.21e-07	2.98e-09	-7.406992	11.0265047	-1.87927357	DBP
ILMN_1714228	2.25e-07	3.05e-09	7.400456	11.0050324	0.93073964	SPTBN1
ILMN_1664772	2.25e-07	3.06e-09	7.399724	11.0026298	1.28632252	ATP2B4
ILMN_1795325	2.25e-07	3.07e-09	7.398796	10.999581	2.08722777	ACTG2
ILMN_1690320	2.27e-07	3.10e-09	-7.395595	10.9890633	-0.49983674	TTC23
ILMN_1676237	2.28e-07	3.12e-09	7.393041	10.9806723	0.88489207	ZNF460
ILMN_1810214	2.29e-07	3.14e-09	7.391305	10.974968	0.23004211	JUND
ILMN_3229424	2.29e-07	3.14e-09	-7.391154	10.9744706	-1.53177568	LOC730101
ILMN_1746618	2.34e-07	3.22e-09	-7.383806	10.9503256	-1.0938947	PAQR7
ILMN_1748915	2.34e-07	3.24e-09	7.382441	10.9458382	2.13669749	S100A12
ILMN_1707945	2.44e-07	3.38e-09	7.369631	10.9037338	0.98942927	HELB
ILMN_2343618	2.45e-07	3.41e-09	-7.367208	10.8957716	-1.46078086	SAMD3
ILMN_1715968	2.49e-07	3.47e-09	7.361486	10.8769587	0.68987051	MLL4
ILMN_1683204	2.49e-07	3.48e-09	7.361271	10.8762534	0.49863279	GMEB2
ILMN_3248551	2.49e-07	3.49e-09	7.36032	10.8731243	1.59240729	C2CD4B
ILMN_3240306	2.54e-07	3.57e-09	7.35302	10.8491245	0.91333317	SNORD51
ILMN_1668608	2.54e-07	3.58e-09	7.352714	10.8481187	0.95194098	RBPMS
ILMN_1741165	2.54e-07	3.58e-09	7.352594	10.8477218	1.71029123	SLC11A1
ILMN_1795300	2.54e-07	3.59e-09	-7.351833	10.8452214	-1.27983572	FLJ41603
ILMN_1668291	2.57e-07	3.64e-09	-7.347808	10.8319855	-0.65849978	ZNF780B
ILMN_3260715	2.57e-07	3.65e-09	7.346252	10.8268688	0.47764564	CRTC3
ILMN_1760593	2.60e-07	3.69e-09	7.343022	10.8162462	0.49071008	CRY1
ILMN_1781285	2.61e-07	3.72e-09	7.340605	10.8082961	0.43483911	DUSP1
ILMN_1653553	2.62e-07	3.75e-09	-7.338753	10.8022074	-1.55830494	C14orf80
ILMN_2075643	2.62e-07	3.76e-09	-7.337624	10.7984939	-1.2477943	ANKRD29
ILMN_1651987	2.67e-07	3.83e-09	-7.332196	10.7806395	-1.22505703	C6orf129
ILMN_1703926	2.76e-07	3.97e-09	7.321638	10.7459061	1.0373225	PTGER2
ILMN_2242900	2.81e-07	4.06e-09	7.315038	10.7241919	2.52109338	IL1RL1
ILMN_1778152	2.82e-07	4.09e-09	-7.312917	10.7172145	-0.72378861	FIGNL1
ILMN_2196984	2.88e-07	4.19e-09	-7.305603	10.6931459	-0.89923342	OIP5
ILMN_3245591	2.88e-07	4.19e-09	7.305359	10.6923431	1.71314602	DIO3OS
ILMN_1726466	2.92e-07	4.26e-09	-7.300712	10.6770489	-0.69219241	HDHD3
ILMN_1791576	2.94e-07	4.29e-09	7.298177	10.6687068	0.66014027	CHSY1
ILMN_1659122	2.96e-07	4.33e-09	7.295427	10.6596556	0.79288724	KLF10
ILMN_2399300	3.06e-07	4.48e-09	7.285181	10.625927	0.54857832	NAV2
ILMN_1688162	3.08e-07	4.53e-09	-7.282458	10.6169645	-1.6858516	SLC12A1
ILMN_2114812	3.10e-07	4.58e-09	-7.278636	10.6043814	-1.47855082	ONECUT1
ILMN_1715715	3.10e-07	4.59e-09	-7.278473	10.6038454	-1.73542795	CEBPA
ILMN_1725193	3.10e-07	4.60e-09	7.27784	10.6017613	1.5424465	IGFBP2
ILMN_1759595	3.10e-07	4.60e-09	-7.277297	10.5999742	-0.98222853	C22orf29
ILMN_1704079	3.11e-07	4.63e-09	7.275709	10.5947463	0.93658514	RBM38
ILMN_2285802	3.11e-07	4.63e-09	7.275516	10.5941103	0.64568238	SEC14L1
ILMN_1791647	3.13e-07	4.67e-09	7.27305	10.5859899	0.94806283	ASIP
ILMN_1712718	3.14e-07	4.70e-09	-7.27124	10.5800288	-0.38764408	BPNT1
ILMN_1670353	3.14e-07	4.71e-09	-7.270338	10.577059	-0.82387716	RAD51AP1
ILMN_1688811	3.14e-07	4.72e-09	7.269618	10.574689	0.92482096	SPRY4
ILMN_3308490	3.17e-07	4.78e-09	-7.266154	10.5632813	-1.11887899	MIR564
ILMN_1796229	3.17e-07	4.79e-09	7.265315	10.5605208	0.76416912	FGFR1
ILMN_1743619	3.20e-07	4.85e-09	7.261643	10.5484281	0.91727167	NEDD9
ILMN_1696556	3.22e-07	4.88e-09	7.259854	10.5425372	1.29036945	KIAA0133
ILMN_2167416	3.25e-07	4.94e-09	-7.256148	10.5303289	-0.43069667	MR1
ILMN_1674135	3.25e-07	4.95e-09	-7.255483	10.5281405	-1.14630259	RALGPS1
ILMN_1690209	3.27e-07	4.99e-09	-7.253192	10.5205956	-0.67029005	C1orf186
ILMN_1715674	3.27e-07	5.01e-09	-7.251888	10.5162998	-0.63679181	ITPK1
ILMN_1657868	3.28e-07	5.04e-09	-7.250228	10.5108307	-1.06471648	SIRT4
ILMN_1674167	3.29e-07	5.06e-09	7.249322	10.5078458	1.19325875	IL10
ILMN_1760227	3.30e-07	5.09e-09	7.24723	10.5009572	1.47953662	CASP4
ILMN_1796108	3.36e-07	5.20e-09	7.241103	10.4807714	0.72748241	KIF13A
ILMN_1716728	3.37e-07	5.22e-09	-7.239825	10.4765634	-0.68274643	C6orf64
ILMN_2353431	3.42e-07	5.31e-09	7.234612	10.4593889	0.51362251	ANKRD16
ILMN_1800267	3.45e-07	5.36e-09	-7.231835	10.4502384	-1.28887224	FAM13A
ILMN_3250879	3.61e-07	5.63e-09	7.217578	10.403259	0.90048383	ANGPT2
ILMN_2385097	3.62e-07	5.65e-09	-7.216184	10.3986675	-0.65023954	NDRG3
ILMN_1798288	3.67e-07	5.74e-09	7.211358	10.3827614	0.65923443	MOBKL2C
ILMN_1684349	3.72e-07	5.83e-09	-7.20683	10.3678354	-0.89602175	IL2RB
ILMN_1754600	3.73e-07	5.86e-09	-7.205424	10.3632023	-0.65844256	FNBP1L
ILMN_1769201	3.81e-07	6.00e-09	7.198393	10.3400249	1.17694852	ELF3
ILMN_1722025	3.82e-07	6.03e-09	7.196917	10.3351588	0.3748709	CPEB4
ILMN_1739645	3.96e-07	6.26e-09	-7.185712	10.2982181	-0.56573618	ANLN
ILMN_2406654	4.01e-07	6.36e-09	-7.181003	10.282694	-0.92231758	ABCC6
ILMN_2387078	4.02e-07	6.39e-09	-7.179529	10.2778326	-0.55120069	MPZL2
ILMN_1779706	4.04e-07	6.45e-09	7.176878	10.2690893	0.77212323	TP53BP2
ILMN_2180773	4.04e-07	6.45e-09	-7.176802	10.2688414	-1.16401344	FAM168A
ILMN_2367300	4.06e-07	6.50e-09	-7.174585	10.2615302	-0.97149371	ANKRD5
ILMN_1668979	4.09e-07	6.55e-09	-7.172248	10.2538238	-0.36769446	DNAJB14
ILMN_2050911	4.09e-07	6.57e-09	7.171262	10.2505713	1.04611646	SLC22A4
ILMN_1746578	4.17e-07	6.71e-09	7.164944	10.2297354	0.53256856	SLC23A2
ILMN_1797055	4.23e-07	6.82e-09	-7.160284	10.2143632	-0.51112252	LIN52
ILMN_2344007	4.43e-07	7.16e-09	-7.145677	10.1661809	-0.62334276	SIP1
ILMN_1689734	4.43e-07	7.17e-09	7.145143	10.1644193	1.84085821	IL1RN
ILMN_1801572	4.52e-07	7.35e-09	-7.138097	10.1411711	-1.06120891	C19orf44
ILMN_1738401	4.62e-07	7.52e-09	7.131295	10.1187306	1.61810394	FOXC1
ILMN_3237971	4.64e-07	7.57e-09	7.129254	10.1119945	1.24462982	SNORD11
ILMN_1651964	4.68e-07	7.65e-09	-7.125999	10.1012544	-1.07483737	ABCC5
ILMN_2154836	4.69e-07	7.68e-09	7.124984	10.0979026	0.55673521	BTG3
ILMN_1738989	4.75e-07	7.80e-09	7.120382	10.0827165	0.70918468	GOLSYN
ILMN_1696230	4.86e-07	7.99e-09	7.113071	10.0585891	0.99896824	RAB43
ILMN_1727087	4.90e-07	8.07e-09	7.110223	10.0491892	1.01383439	GJA1
ILMN_2278246	4.93e-07	8.15e-09	7.107298	10.0395324	1.09707134	PDE11A
ILMN_1710644	5.01e-07	8.29e-09	-7.102162	10.0225811	-1.08834628	MARVELD3
ILMN_2339835	5.02e-07	8.32e-09	-7.100982	10.018686	-0.86163832	PTGS1
ILMN_1754312	5.06e-07	8.40e-09	-7.098257	10.0096899	-0.94859042	KLHDC7A
ILMN_1697975	5.10e-07	8.49e-09	7.095148	9.9994272	0.76120974	PHF14
ILMN_2221808	5.21e-07	8.71e-09	-7.087304	9.9735306	-1.26396402	DGCR5
ILMN_1754864	5.21e-07	8.72e-09	7.087004	9.9725399	0.65060554	SLC25A18
ILMN_1687768	5.21e-07	8.73e-09	7.086634	9.9713162	1.0413902	NCOA7
ILMN_1792323	5.21e-07	8.75e-09	7.08621	9.9699175	1.22642258	HDC
ILMN_1814281	5.22e-07	8.78e-09	-7.085047	9.9660782	-1.09568564	SPC25
ILMN_1798459	5.22e-07	8.80e-09	7.084469	9.9641684	1.04045352	PPAN
ILMN_1703228	5.26e-07	8.88e-09	-7.081798	9.9553494	-1.09166179	AGFG2
ILMN_1774874	5.26e-07	8.89e-09	7.08128	9.9536393	1.5833824	IL1RN
ILMN_1788356	5.26e-07	8.91e-09	-7.08065	9.9515599	-0.8209878	C11orf17
ILMN_3249439	5.27e-07	8.95e-09	7.079393	9.9474078	1.44099689	ZNF878
ILMN_2246661	5.36e-07	9.12e-09	-7.073767	9.9288315	-0.40539833	FAHD1
ILMN_2214678	5.46e-07	9.31e-09	7.067634	9.9085783	0.54519927	MXD1
ILMN_1667239	5.49e-07	9.38e-09	7.065402	9.9012065	0.45507663	INPP1
ILMN_1666739	5.53e-07	9.46e-09	7.062832	9.8927202	0.43033322	RBM15
ILMN_2181060	5.53e-07	9.48e-09	-7.0622	9.8906328	-1.37516556	CKAP2
ILMN_1764175	5.54e-07	9.52e-09	-7.061081	9.8869363	-0.9409201	GPD1
ILMN_1747244	5.54e-07	9.54e-09	-7.060348	9.8845139	-0.91141822	CCNG2
ILMN_2094776	5.58e-07	9.63e-09	7.057428	9.8748709	0.56104553	CCNL1
ILMN_1698554	5.61e-07	9.70e-09	-7.055348	9.8680021	-0.73107029	AACS
ILMN_1680397	5.68e-07	9.84e-09	7.051064	9.8538496	1.10868752	IL8RB
ILMN_1731231	5.86e-07	1.02e-08	7.041469	9.8221546	1.18057318	ERN1
ILMN_2089329	5.95e-07	1.03e-08	7.036182	9.8046893	0.66775727	SPRY2
ILMN_1771689	5.95e-07	1.04e-08	-7.035748	9.803254	-0.50995592	EXD2
ILMN_1767322	6.04e-07	1.05e-08	-7.030588	9.7862059	-1.09077059	EDAR
ILMN_1755391	6.23e-07	1.09e-08	-7.020821	9.7539365	-0.5109546	ARL2BP
ILMN_1781942	6.24e-07	1.09e-08	-7.01979	9.7505271	-0.96540163	HMMR
ILMN_1678268	6.25e-07	1.10e-08	-7.018667	9.7468172	-0.78155309	VPS8
ILMN_1687888	6.27e-07	1.10e-08	-7.017302	9.7423081	-1.08846465	BTN3A1
ILMN_1704793	6.38e-07	1.12e-08	-7.011581	9.7234021	-0.82677107	MYPOP
ILMN_1777378	6.42e-07	1.13e-08	-7.009139	9.7153303	-0.36856318	COMMD6
ILMN_1790329	6.44e-07	1.14e-08	-7.007402	9.7095901	-0.91974557	DDO
ILMN_1727150	6.46e-07	1.15e-08	-7.006129	9.7053821	-0.98689137	DHRS9
ILMN_2041293	6.55e-07	1.16e-08	-7.001085	9.6887143	-0.95592829	SQLE
ILMN_2365091	6.57e-07	1.17e-08	6.999727	9.6842253	1.91403273	FCAR
ILMN_2363392	6.64e-07	1.18e-08	6.995957	9.6717644	1.05822339	TNFSF14
ILMN_2338038	6.73e-07	1.20e-08	-6.991348	9.656529	-0.52071633	AK3L1
ILMN_2399264	6.99e-07	1.25e-08	-6.97979	9.6183227	-0.98207874	Septin 6
ILMN_1700413	7.07e-07	1.27e-08	6.975268	9.603373	1.22539455	MAFF
ILMN_1662801	7.07e-07	1.27e-08	-6.974663	9.6013733	-0.81234317	ZMYM3
ILMN_1714170	7.07e-07	1.27e-08	6.974558	9.6010262	1.65655601	SPSB1
ILMN_1711062	7.07e-07	1.28e-08	6.974049	9.5993437	1.36259342	MMP19
ILMN_1804652	7.19e-07	1.30e-08	-6.96856	9.5811935	-0.86910298	PLEKHH3
ILMN_1664025	7.22e-07	1.31e-08	-6.966634	9.5748263	-0.73477056	PXMP4
ILMN_1737611	7.26e-07	1.32e-08	-6.9644	9.5674401	-0.78097341	VAMP1
ILMN_1728711	7.40e-07	1.35e-08	-6.957714	9.5453317	-0.53573491	RGS3
ILMN_1778338	7.40e-07	1.35e-08	-6.957565	9.544841	-0.88555332	RNF128
ILMN_2055609	7.57e-07	1.38e-08	-6.950554	9.5216567	-0.61781121	GPR174
ILMN_3250659	7.62e-07	1.39e-08	-6.947778	9.5124766	-0.70286909	SKA2
ILMN_1756793	7.64e-07	1.40e-08	6.946603	9.5085908	0.34670232	POLS
ILMN_1799139	7.64e-07	1.40e-08	6.945854	9.5061136	0.58800238	PLOD2
ILMN_1801697	7.64e-07	1.40e-08	-6.945378	9.5045403	-0.79234996	C19orf46
ILMN_1794392	7.65e-07	1.41e-08	6.944564	9.5018458	0.39245388	DDX3X
ILMN_1811330	7.69e-07	1.42e-08	6.942554	9.4951992	0.70580851	FAM134B
ILMN_1666742	7.73e-07	1.43e-08	6.940396	9.4880628	0.87777826	C9orf72
ILMN_2155708	7.79e-07	1.44e-08	-6.937305	9.477839	-1.17790664	TLR3
ILMN_1689189	7.79e-07	1.44e-08	-6.937153	9.4773368	-0.60494924	ZBTB3
ILMN_1657870	7.79e-07	1.45e-08	6.936322	9.4745891	0.93952745	ABL2
ILMN_2409298	7.81e-07	1.45e-08	-6.935197	9.4708664	-0.93040797	NUSAP1
ILMN_2202637	7.85e-07	1.47e-08	6.932708	9.4626348	0.53342284	CRY1
ILMN_1766541	7.85e-07	1.47e-08	6.932657	9.4624674	0.8655497	BCL2L11
ILMN_1795442	7.93e-07	1.48e-08	-6.928999	9.4503692	-0.96121619	LAMA4
ILMN_1782953	7.95e-07	1.49e-08	6.927529	9.445505	1.48162123	MMP19
ILMN_1721762	8.16e-07	1.54e-08	6.919072	9.4175297	1.21559139	IL18RAP
ILMN_1787511	8.16e-07	1.54e-08	6.919043	9.4174353	0.41370751	THUMPD2
ILMN_1753251	8.16e-07	1.54e-08	-6.918466	9.415528	-0.99135252	SEMA6D
ILMN_2197519	8.20e-07	1.55e-08	-6.916141	9.4078354	-0.67004355	ZNF627
ILMN_1783394	8.20e-07	1.55e-08	6.915743	9.4065187	0.66448312	ATF4
ILMN_1808295	8.28e-07	1.57e-08	-6.912302	9.395135	-0.61363633	SMCR7
ILMN_2374234	8.30e-07	1.58e-08	-6.910847	9.3903218	-0.47166605	PRKACB
ILMN_2124920	8.30e-07	1.58e-08	-6.910733	9.3899467	-0.91151486	KLRG1
ILMN_1743939	8.32e-07	1.59e-08	-6.909382	9.385476	-0.34085221	C5orf24
ILMN_1683990	8.57e-07	1.64e-08	-6.899988	9.3543956	-0.78701981	C1orf89
ILMN_1796235	8.60e-07	1.65e-08	6.898429	9.3492396	0.44956274	CIRH1A
ILMN_1741572	8.68e-07	1.66e-08	6.895392	9.3391894	0.33741315	AKAP8
ILMN_2119692	9.03e-07	1.73e-08	-6.883155	9.2986981	-0.52294602	CSAD
ILMN_1701441	9.11e-07	1.75e-08	6.879918	9.2879865	1.0872829	LPAR1
ILMN_2210601	9.11e-07	1.76e-08	-6.87932	9.2860083	-0.77391843	RNASEL
ILMN_3244070	9.13e-07	1.76e-08	-6.8782	9.2823042	-0.84594224	ABCC6P2
ILMN_1667577	9.33e-07	1.81e-08	6.871015	9.2585244	0.50880703	LCMT2
ILMN_1807211	9.33e-07	1.81e-08	-6.870539	9.2569511	-0.51476429	NICN1
ILMN_1726456	9.35e-07	1.82e-08	6.868809	9.2512247	0.62088323	SLC3A2
ILMN_1781416	9.35e-07	1.82e-08	-6.868789	9.2511581	-1.3920834	FRAT1
ILMN_1777139	9.35e-07	1.82e-08	6.868621	9.2506022	0.62910907	MAK16
ILMN_2340259	9.57e-07	1.87e-08	6.860982	9.2253201	0.8255658	PDE4B
ILMN_1809895	9.57e-07	1.87e-08	-6.860642	9.2241953	-0.87815402	FNBP1L
ILMN_2104784	9.60e-07	1.88e-08	-6.859146	9.2192423	-0.40805879	FKBP3
ILMN_3244114	9.70e-07	1.90e-08	-6.855388	9.2068041	-0.75012702	DHRS11
ILMN_1800311	9.95e-07	1.96e-08	-6.846955	9.1788916	-0.72921633	HSF2
ILMN_1767253	9.95e-07	1.96e-08	6.846767	9.1782699	1.2995631	RRP12
ILMN_1729816	9.95e-07	1.96e-08	-6.846519	9.1774504	-0.27379269	VDAC3
ILMN_2248725	9.99e-07	1.97e-08	-6.844694	9.1714073	-0.64220479	TYSND1
ILMN_1691736	9.99e-07	1.98e-08	6.844339	9.1702336	0.49115029	ST6GALNAC6
ILMN_1671906	1.00e-06	1.98e-08	-6.843076	9.1660532	-1.1708161	MND1
ILMN_2199658	1.02e-06	2.02e-08	-6.838388	9.1505354	-1.45112273	ANKS4B
ILMN_2150258	1.02e-06	2.02e-08	6.837328	9.147025	0.56076322	ZFP36L2
ILMN_1692390	1.02e-06	2.02e-08	6.837255	9.1467836	0.7134076	CCNT1
ILMN_1785330	1.03e-06	2.05e-08	6.83392	9.1357425	0.57338018	SH3BP4
ILMN_2048591	1.04e-06	2.07e-08	-6.829997	9.1227575	-1.17027941	LRRN3
ILMN_1789074	1.04e-06	2.08e-08	6.829486	9.1210632	0.60167108	HSPA1A
ILMN_2376502	1.04e-06	2.08e-08	-6.829209	9.1201483	-0.6894786	RHOBTB1
ILMN_1667948	1.05e-06	2.12e-08	-6.823726	9.1019943	-1.27025649	SPATA18
ILMN_2364600	1.05e-06	2.12e-08	-6.823222	9.1003252	-1.40012618	PDE11A
ILMN_1712236	1.05e-06	2.13e-08	-6.82259	9.098235	-0.71357782	PPP1R3B
ILMN_1781859	1.07e-06	2.15e-08	-6.818666	9.0852418	-0.72035553	UGT2B28
